Idade,Sexo,Peso,Altura,Tipo sanguineo,Gosto Musical,Pratica Esporte,Jogo preferido,Forca,Velocidade,Inteligencia
14,M,45.2,1.54,AB+,Metal,Basquete,Minecraft,74.0,75.5,65.5
35,F,57.8,1.79,O-,Eletronica,Basquete,FIFA,81.5,71.5,98.5
35,M,72.3,1.85,AB+,Rock,Futebol,Assassin's Creed,66.5,74.5,76.5
65,F,61.7,1.84,A+,Pagode,Volei,League of Legends,47.5,43.5,84.0
77,M,81.1,1.82,A+,Funk,Nada,Dota,17.0,11.0,53.0
71,M,77.1,1.86,O+,Funk,Nada,Valorant,18.0,11.5,53.0
39,F,66.4,1.77,B+,Metal,Volei,The Witcher,70.5,60.5,95.0
26,M,66.4,1.73,AB-,Hip-Hop/Rap,Atletismo,Dota,84.0,95.5,70.5
67,F,59.9,1.85,O-,Sertanejo,Nada,Dota,54.0,61.0,69.5
62,M,68.2,1.77,AB-,Eletronica,Basquete,League of Legends,59.5,59.0,80.0
66,F,58.8,1.82,AB+,Pagode,Nada,League of Legends,25.5,23.0,90.5
60,F,60.1,1.83,B+,Pop,Volei,World of Warcraft,50.0,33.5,87.0
20,M,68.7,1.81,A+,Eletronica,eSports,FIFA,64.5,61.0,88.0
34,M,82.6,1.95,B-,Funk,Luta,League of Legends,78.0,61.5,84.5
78,M,76.8,1.88,O+,Pop,Nada,FIFA,17.0,15.5,82.0
53,F,62.4,1.84,AB+,Hip-Hop/Rap,Luta,Counter-Strike,60.5,39.5,72.0
21,M,81.0,1.71,B+,Hip-Hop/Rap,Basquete,Assassin's Creed,98.0,91.0,87.5
35,M,70.2,1.77,A-,Rock,Nada,Counter-Strike,48.5,44.0,66.5
63,F,54.5,1.71,AB+,Eletronica,Futebol,Assassin's Creed,49.0,44.0,70.0
68,M,67.2,1.74,A+,Rock,Nada,Counter-Strike,59.5,35.5,68.0
33,M,81.9,1.89,O-,Metal,Basquete,Valorant,78.0,76.5,93.0
28,M,71.6,1.74,AB+,Hip-Hop/Rap,Basquete,Minecraft,98.0,86.0,84.0
76,F,66.8,1.77,AB+,Demais generos estranhos,Nada,Outro - pouco relevante,50.5,53.0,63.5
60,F,63.3,1.71,B+,Rock,Futebol,League of Legends,49.0,50.0,74.0
36,F,54.8,1.75,AB-,Pagode,Atletismo,The Witcher,63.5,81.0,73.5
71,F,59.5,1.81,AB+,Pop,Nada,Dota,49.0,54.0,60.5
61,F,70.2,1.84,A+,Pagode,eSports,World of Warcraft,22.0,24.5,87.0
69,F,62.7,1.81,O+,Hip-Hop/Rap,Nada,Dota,50.0,39.5,89.0
41,F,60.5,1.71,AB-,Pop,Nada,League of Legends,49.0,47.5,75.0
80,M,71.9,1.7,AB+,Metal,Nada,Outro - pouco relevante,39.0,27.5,79.0
73,M,79.7,1.95,B+,Hip-Hop/Rap,Nada,FIFA,23.5,11.0,77.5
21,M,74.9,1.88,O+,Pop,Atletismo,Counter-Strike,95.0,100,68.0
65,F,64.7,1.7,A-,Sertanejo,Atletismo,Fortnite,58.0,61.0,64.5
28,M,82.0,1.84,AB-,Eletronica,Volei,FIFA,81.5,72.0,82.5
13,M,46.1,1.6,O-,Metal,Volei,Dota,66.5,54.0,75.5
73,M,78.9,1.95,O-,Sertanejo,Nada,World of Warcraft,42.0,31.5,77.0
56,M,71.7,1.7,AB+,Funk,Atletismo,The Witcher,51.5,65.0,68.0
17,F,57.2,1.61,A-,Pop,Volei,World of Warcraft,71.5,61.0,89.0
60,M,69.1,1.8,O+,Rock,Volei,Fortnite,55.5,43.0,83.0
31,M,65.9,1.88,B+,Eletronica,Luta,Counter-Strike,82.0,58.5,78.5
37,F,58.4,1.82,B-,Hip-Hop/Rap,Luta,Assassin's Creed,80.0,47.5,74.5
18,F,57.0,1.85,A+,Pagode,Luta,Fortnite,88.0,75.0,82.0
35,M,75.5,1.85,A+,Demais generos estranhos,eSports,The Witcher,51.0,41.5,88.0
67,M,78.8,1.82,AB-,Rock,Nada,Assassin's Creed,51.5,42.0,80.5
47,F,57.5,1.74,A-,Sertanejo,Nada,League of Legends,32.0,36.5,64.5
30,F,72.2,1.83,O-,Demais generos estranhos,Futebol,Rocket League,75.5,79.5,70.0
48,M,68.2,1.84,B+,Metal,Nada,Dota,43.5,36.0,68.0
74,F,62.6,1.8,B-,Demais generos estranhos,Nada,Valorant,55.5,46.5,77.5
52,M,77.2,1.9,B+,Metal,eSports,Rocket League,27.0,25.0,84.5
39,F,68.9,1.76,A-,Pop,eSports,Outro - pouco relevante,45.5,42.5,91.0
14,M,48.0,1.51,B+,Demais generos estranhos,Nada,Valorant,40.0,38.0,44.5
42,F,69.6,1.77,AB-,Demais generos estranhos,Volei,The Witcher,66.0,62.0,88.0
63,M,84.0,1.9,O+,Metal,Basquete,Fortnite,60.5,55.0,79.5
59,M,76.4,1.77,O+,Pop,Futebol,Valorant,52.5,54.0,72.5
36,F,60.1,1.72,A+,Pop,Futebol,Dota,69.0,60.5,81.5
38,M,69.6,1.91,O-,Rock,Luta,FIFA,77.0,54.0,74.5
43,F,68.3,1.74,A+,Hip-Hop/Rap,Futebol,Outro - pouco relevante,63.5,66.0,74.5
62,F,60.1,1.75,B+,Rock,Atletismo,FIFA,53.5,63.5,66.0
26,F,56.6,1.8,AB+,Eletronica,Futebol,Dota,88.5,89.5,84.0
64,F,60.8,1.78,O+,Hip-Hop/Rap,Volei,The Witcher,49.0,33.5,88.5
52,F,65.0,1.72,O+,Eletronica,Basquete,FIFA,58.0,52.5,79.0
31,F,62.4,1.72,AB+,Funk,Atletismo,League of Legends,71.0,86.5,80.0
33,M,75.5,1.8,A+,Demais generos estranhos,Volei,Rocket League,69.0,52.0,89.5
63,F,58.6,1.75,A-,Sertanejo,Volei,Dota,44.0,35.5,89.5
77,M,65.2,1.8,O+,Pop,Nada,Dota,19.5,8.0,56.5
49,F,65.8,1.75,AB+,Metal,Atletismo,Assassin's Creed,71.5,81.5,72.0
79,M,68.7,1.85,O+,Rock,Nada,Assassin's Creed,37.5,46.0,61.0
47,F,61.7,1.72,A-,Pop,Volei,FIFA,70.0,56.0,98.0
70,F,60.2,1.75,O+,Hip-Hop/Rap,Nada,Assassin's Creed,62.0,54.0,82.5
37,F,70.5,1.71,AB-,Funk,Atletismo,The Witcher,74.5,80.0,74.0
41,M,71.8,1.88,A+,Metal,Luta,Counter-Strike,88.0,56.0,84.0
18,F,62.2,1.72,B-,Eletronica,Futebol,Dota,87.5,84.5,75.0
20,M,66.0,1.9,O-,Pop,Futebol,Outro - pouco relevante,80.5,84.5,76.5
80,M,82.4,1.89,O+,Funk,Nada,Valorant,41.5,33.0,75.5
55,F,66.4,1.83,A-,Hip-Hop/Rap,Futebol,Outro - pouco relevante,42.0,51.0,73.0
75,F,60.7,1.7,O-,Pop,Nada,Minecraft,15.5,8.5,53.5
42,F,60.0,1.71,A-,Metal,Basquete,The Witcher,79.5,72.5,84.5
73,F,66.2,1.72,O-,Sertanejo,Nada,Dota,44.0,37.0,73.0
54,M,66.4,1.89,O+,Demais generos estranhos,eSports,Fortnite,31.5,23.5,87.5
72,F,63.5,1.7,O-,Pop,Nada,Assassin's Creed,23.5,12.5,52.0
70,M,73.0,1.9,A-,Pop,Nada,World of Warcraft,59.0,53.0,81.5
12,M,43.3,1.53,A+,Eletronica,Luta,Valorant,76.5,50.5,55.0
64,F,66.7,1.76,B-,Funk,Nada,Counter-Strike,27.0,25.0,60.5
58,F,65.7,1.77,O-,Eletronica,Luta,The Witcher,64.5,35.5,70.5
15,F,67.1,1.71,O-,Demais generos estranhos,eSports,Dota,40.5,53.5,88.5
40,M,75.0,1.89,A-,Pagode,Basquete,FIFA,82.0,77.0,81.5
42,M,72.9,1.9,A+,Demais generos estranhos,Atletismo,Counter-Strike,72.5,89.0,76.0
23,F,57.4,1.85,AB-,Metal,eSports,Minecraft,54.0,62.0,92.5
53,F,60.9,1.72,B-,Hip-Hop/Rap,Atletismo,World of Warcraft,57.5,61.5,67.5
68,F,68.6,1.76,B-,Metal,Nada,FIFA,24.0,22.5,95.0
33,F,70.8,1.79,B+,Eletronica,Futebol,Assassin's Creed,62.0,71.0,79.0
69,F,70.6,1.84,A-,Funk,Nada,Minecraft,46.5,60.5,64.0
79,M,82.5,1.81,B+,Eletronica,Nada,League of Legends,38.5,37.5,69.5
67,M,79.4,1.71,AB+,Pop,Nada,Minecraft,47.5,52.0,70.5
41,M,77.6,1.83,O-,Sertanejo,Volei,The Witcher,72.0,60.5,93.0
43,F,71.5,1.77,AB+,Demais generos estranhos,eSports,Fortnite,41.0,45.0,90.0
70,F,60.1,1.8,AB+,Demais generos estranhos,Nada,League of Legends,62.0,39.0,76.0
56,M,82.9,1.71,A+,Metal,Atletismo,The Witcher,55.5,64.5,65.0
55,M,81.1,1.78,O+,Sertanejo,Luta,Dota,68.0,42.5,75.5
30,M,65.5,1.79,AB-,Pagode,eSports,Rocket League,59.0,61.0,87.5
59,M,72.1,1.9,O-,Pagode,Luta,Assassin's Creed,62.5,35.5,67.0
23,M,73.1,1.95,AB-,Demais generos estranhos,Luta,Dota,97.0,73.5,76.0
74,F,62.6,1.7,A-,Rock,Nada,The Witcher,44.0,35.0,71.5
14,M,52.5,1.5,AB+,Metal,Volei,FIFA,66.5,50.0,74.5
65,F,71.0,1.72,B+,Hip-Hop/Rap,eSports,Assassin's Creed,26.0,23.0,89.0
67,M,75.3,1.71,A+,Pop,Nada,Valorant,60.0,53.5,85.0
43,M,67.6,1.73,AB+,Hip-Hop/Rap,Futebol,Minecraft,63.0,72.0,74.0
33,M,66.6,1.9,AB+,Demais generos estranhos,Volei,Minecraft,73.5,54.5,96.5
46,F,70.1,1.78,B+,Metal,Nada,The Witcher,40.5,48.5,63.0
44,F,67.0,1.82,B-,Demais generos estranhos,Nada,Outro - pouco relevante,35.5,38.0,70.5
30,M,72.4,1.94,A-,Pagode,Atletismo,Minecraft,96.0,100.0,70.0
18,M,67.3,1.93,O-,Metal,eSports,Rocket League,67.5,63.0,92.0
53,F,65.2,1.77,A+,Eletronica,Futebol,Fortnite,44.0,48.0,68.0
13,F,44.3,1.54,AB-,Pagode,Luta,League of Legends,82.0,58.0,60.0
75,M,75.2,1.93,O+,Eletronica,Nada,Dota,41.5,31.0,82.5
52,M,83.5,1.71,B+,Demais generos estranhos,Nada,Valorant,28.5,20.0,61.0
56,F,56.7,1.77,B-,Demais generos estranhos,Volei,League of Legends,48.0,41.0,83.5
55,F,65.1,1.83,AB+,Pagode,Atletismo,World of Warcraft,61.0,63.0,65.0
72,F,57.3,1.72,A+,Demais generos estranhos,Nada,Minecraft,47.0,46.5,80.5
63,F,57.4,1.74,B+,Pagode,Volei,Counter-Strike,51.0,34.0,86.5
34,M,76.6,1.95,AB-,Pop,eSports,Assassin's Creed,49.5,45.5,94.0
70,M,67.3,1.94,A-,Demais generos estranhos,Nada,Rocket League,59.5,60.5,59.0
52,F,54.6,1.7,B-,Hip-Hop/Rap,Volei,Dota,51.5,40.0,88.5
39,M,73.3,1.94,O+,Hip-Hop/Rap,Basquete,The Witcher,86.0,75.0,92.5
19,M,70.8,1.86,AB-,Pop,Atletismo,Assassin's Creed,93.0,100,69.0
46,M,80.2,1.72,O-,Hip-Hop/Rap,Luta,World of Warcraft,78.0,49.5,77.0
74,F,67.9,1.8,AB-,Eletronica,Nada,The Witcher,14.5,11.5,54.5
60,F,62.7,1.77,B-,Demais generos estranhos,eSports,Counter-Strike,33.5,26.0,86.5
74,F,72.5,1.77,A-,Funk,Nada,Dota,41.0,32.0,81.0
41,M,74.2,1.73,AB-,Hip-Hop/Rap,Nada,Assassin's Creed,47.0,33.0,66.5
26,F,62.4,1.77,A+,Funk,eSports,World of Warcraft,62.0,55.5,100
47,F,71.3,1.79,A-,Pagode,eSports,FIFA,34.5,36.0,98.5
49,F,62.5,1.76,A-,Rock,Nada,Fortnite,44.0,34.5,60.5
77,F,65.6,1.78,O+,Pop,Nada,Assassin's Creed,52.5,38.0,76.0
30,M,74.4,1.74,A+,Hip-Hop/Rap,Nada,Minecraft,61.0,58.0,62.0
62,F,70.5,1.82,O+,Pagode,Basquete,Fortnite,61.5,55.5,81.5
14,F,52.9,1.53,O+,Metal,Volei,FIFA,68.0,45.5,73.5
19,M,78.1,1.95,AB+,Pagode,Nada,Rocket League,56.0,62.0,58.0
15,F,56.1,1.6,B+,Metal,Basquete,World of Warcraft,82.5,71.0,79.5
41,M,68.1,1.74,B-,Funk,Basquete,Minecraft,77.0,72.0,92.5
45,F,62.6,1.73,O-,Funk,Atletismo,Assassin's Creed,67.0,84.0,74.0
30,F,56.5,1.71,AB+,Sertanejo,Futebol,Assassin's Creed,79.5,75.0,77.5
55,F,57.9,1.81,B+,Hip-Hop/Rap,Basquete,Rocket League,66.0,50.0,84.0
49,M,71.4,1.94,A+,Demais generos estranhos,eSports,World of Warcraft,46.0,37.5,98.0
47,M,83.4,1.74,B-,Metal,Nada,Dota,41.0,36.5,66.0
33,F,60.9,1.83,O+,Funk,Atletismo,Outro - pouco relevante,66.5,84.0,70.5
72,M,71.8,1.78,B+,Metal,Nada,Rocket League,52.0,54.5,61.5
73,F,68.2,1.82,B-,Sertanejo,Nada,Counter-Strike,41.0,39.5,71.5
69,M,74.8,1.79,A+,Metal,Nada,Outro - pouco relevante,32.5,25.0,82.0
70,F,59.9,1.82,AB+,Hip-Hop/Rap,Nada,Rocket League,49.0,60.0,70.5
71,M,73.3,1.83,B+,Eletronica,Nada,Counter-Strike,55.5,29.0,66.0
63,F,66.2,1.79,O+,Pop,Atletismo,Assassin's Creed,48.0,63.5,70.0
57,M,76.8,1.91,B-,Pop,Luta,World of Warcraft,63.0,34.5,68.5
63,M,74.2,1.86,B-,Hip-Hop/Rap,Futebol,League of Legends,52.0,52.5,68.5
26,M,67.2,1.93,AB-,Demais generos estranhos,Atletismo,Assassin's Creed,87.0,96.0,70.0
71,F,60.0,1.84,AB+,Eletronica,Nada,Minecraft,48.5,52.5,61.5
71,M,68.0,1.9,AB+,Hip-Hop/Rap,Nada,Outro - pouco relevante,15.0,13.5,77.5
52,F,72.6,1.79,A-,Pagode,Nada,Fortnite,22.5,25.5,58.0
26,F,65.9,1.78,B+,Rock,Futebol,Rocket League,76.5,88.5,81.0
80,F,61.4,1.83,A+,Hip-Hop/Rap,Nada,World of Warcraft,51.5,21.0,72.0
39,M,71.4,1.79,B-,Rock,Atletismo,Assassin's Creed,73.0,76.5,70.5
29,M,80.0,1.72,A+,Metal,Nada,Fortnite,61.0,57.5,55.0
23,M,79.3,1.78,B-,Eletronica,Atletismo,Assassin's Creed,88.0,100,70.0
35,F,56.4,1.72,AB-,Sertanejo,Luta,Assassin's Creed,80.5,53.5,75.0
39,M,67.4,1.92,A-,Demais generos estranhos,Futebol,Valorant,71.5,69.5,73.5
66,M,79.5,1.93,O-,Funk,Nada,Counter-Strike,52.0,40.5,85.5
18,M,71.4,1.79,O-,Sertanejo,Futebol,Minecraft,84.5,77.0,72.0
68,M,73.5,1.81,AB+,Sertanejo,Nada,Dota,26.0,19.0,89.0
77,F,70.1,1.74,B-,Hip-Hop/Rap,Nada,The Witcher,36.0,39.0,63.5
20,M,83.1,1.76,O-,Pagode,eSports,Outro - pouco relevante,63.5,58.0,90.0
51,M,84.1,1.7,B-,Metal,Nada,Counter-Strike,24.5,23.5,53.0
18,M,74.2,1.82,AB-,Sertanejo,Volei,Valorant,82.5,73.0,87.0
29,F,60.4,1.84,AB+,Rock,Volei,Counter-Strike,81.5,73.0,96.0
30,M,80.4,1.84,B+,Hip-Hop/Rap,Futebol,FIFA,85.0,85.0,79.0
55,M,65.0,1.78,O+,Pop,eSports,League of Legends,32.5,22.0,89.5
20,F,55.3,1.74,B-,Pop,Atletismo,Assassin's Creed,84.5,100.0,64.5
57,F,62.6,1.81,B+,Eletronica,Basquete,Counter-Strike,57.5,52.0,87.0
35,M,67.4,1.79,B+,Metal,eSports,Valorant,50.5,48.5,92.0
23,M,67.1,1.84,B-,Sertanejo,Volei,World of Warcraft,84.0,76.5,87.0
27,F,63.5,1.73,AB+,Hip-Hop/Rap,Futebol,Outro - pouco relevante,83.5,90.5,77.0
17,F,61.3,1.71,O+,Pop,Volei,Valorant,75.5,63.0,85.5
34,F,55.1,1.7,B+,Funk,eSports,Counter-Strike,49.0,47.0,91.0
15,F,66.1,1.65,A+,Metal,Basquete,Valorant,82.5,73.5,81.5
79,F,54.5,1.77,B+,Hip-Hop/Rap,Nada,Fortnite,17.5,17.0,75.0
45,F,71.5,1.75,O-,Metal,eSports,World of Warcraft,36.0,44.5,100
72,F,57.0,1.74,AB+,Funk,Nada,League of Legends,52.5,28.5,73.5
52,M,79.9,1.8,B+,Hip-Hop/Rap,Volei,Dota,49.0,41.0,86.5
26,M,68.4,1.84,O+,Sertanejo,Luta,Outro - pouco relevante,97.5,74.0,70.5
69,M,68.2,1.94,B-,Funk,Nada,FIFA,53.5,43.5,89.5
16,F,53.9,1.64,O+,Pagode,Basquete,Counter-Strike,79.0,77.0,81.5
26,F,69.1,1.85,AB+,Eletronica,Atletismo,Dota,86.0,92.0,74.0
41,F,56.3,1.83,A-,Metal,Atletismo,Dota,59.5,81.5,76.5
63,M,80.3,1.87,B+,Rock,Atletismo,Valorant,58.0,66.5,69.5
22,F,71.5,1.78,AB+,Funk,eSports,Fortnite,50.5,67.5,97.0
69,F,54.3,1.78,A+,Sertanejo,Nada,Valorant,50.0,64.5,67.0
53,F,70.8,1.74,AB+,Pagode,Luta,League of Legends,61.5,34.5,73.5
61,F,55.5,1.72,A+,Metal,Basquete,Minecraft,61.5,48.0,83.0
43,F,66.4,1.81,B-,Demais generos estranhos,Futebol,League of Legends,66.5,77.0,88.0
57,F,55.8,1.79,A+,Demais generos estranhos,eSports,The Witcher,31.0,19.5,90.5
61,F,59.9,1.71,A-,Hip-Hop/Rap,Basquete,Dota,60.0,54.0,85.0
53,M,82.3,1.92,O-,Metal,Volei,The Witcher,46.5,40.5,84.0
26,F,62.1,1.78,B-,Eletronica,Atletismo,The Witcher,87.5,93.0,76.0
48,F,72.0,1.78,A+,Eletronica,Atletismo,Fortnite,69.0,90.5,75.5
31,F,64.4,1.8,O+,Pop,Luta,Assassin's Creed,82.5,57.0,73.5
49,M,76.7,1.86,A+,Rock,Nada,Rocket League,49.0,41.5,69.0
35,M,74.2,1.88,A+,Pagode,Nada,Minecraft,48.0,41.0,62.0
23,M,78.2,1.79,AB+,Pagode,Nada,FIFA,63.0,61.0,61.5
69,M,71.3,1.75,AB-,Hip-Hop/Rap,Nada,Valorant,62.0,54.5,79.0
53,M,72.8,1.72,O-,Metal,Futebol,Rocket League,50.5,50.5,73.0
42,M,69.6,1.76,A-,Metal,Luta,Dota,81.5,58.0,77.0
52,F,57.1,1.72,AB+,Sertanejo,Volei,Minecraft,53.5,36.5,80.0
18,M,78.9,1.93,O+,Demais generos estranhos,eSports,FIFA,56.5,59.5,97.0
65,M,70.2,1.78,AB-,Metal,Luta,World of Warcraft,63.0,36.0,72.0
20,M,81.2,1.89,O+,Pagode,eSports,League of Legends,62.0,57.5,94.0
35,F,57.0,1.76,O+,Hip-Hop/Rap,Nada,Counter-Strike,44.0,39.5,64.0
34,M,71.9,1.74,A-,Eletronica,Futebol,League of Legends,58.5,68.0,73.5
53,F,69.5,1.85,AB-,Pagode,Nada,Outro - pouco relevante,25.5,21.5,59.0
66,M,71.0,1.71,B+,Metal,Nada,Fortnite,46.5,49.5,67.0
36,M,78.9,1.84,O+,Pop,eSports,Minecraft,39.0,43.5,90.0
35,M,81.9,1.93,A-,Demais generos estranhos,Basquete,FIFA,80.5,72.5,86.0
25,F,66.7,1.7,O-,Demais generos estranhos,eSports,World of Warcraft,54.5,63.0,98.5
42,F,71.5,1.78,O+,Pagode,Luta,World of Warcraft,80.0,53.0,77.5
40,F,62.3,1.84,AB-,Metal,Volei,League of Legends,59.0,65.0,93.5
41,M,65.2,1.75,AB+,Funk,Basquete,Counter-Strike,78.0,69.0,92.5
72,M,80.1,1.73,A+,Rock,Nada,FIFA,43.5,45.5,58.5
58,M,73.4,1.87,O+,Rock,Basquete,The Witcher,59.0,55.0,84.0
71,F,65.7,1.74,O-,Eletronica,Nada,Minecraft,42.5,53.5,62.0
12,M,47.8,1.64,A+,Sertanejo,Atletismo,FIFA,77.5,73.0,49.0
18,M,81.0,1.8,AB-,Sertanejo,eSports,The Witcher,63.0,59.5,88.0
57,F,72.2,1.85,AB-,Pagode,Nada,Outro - pouco relevante,20.5,18.0,59.5
44,M,73.5,1.82,B-,Funk,Nada,FIFA,47.0,40.0,63.5
69,M,76.7,1.78,B+,Funk,Nada,World of Warcraft,32.0,18.0,56.0
34,M,74.4,1.84,B+,Hip-Hop/Rap,eSports,World of Warcraft,52.5,47.0,100.0
59,F,64.7,1.81,O+,Sertanejo,eSports,The Witcher,26.5,22.5,90.5
40,M,76.3,1.71,B+,Pagode,eSports,Assassin's Creed,46.5,41.0,93.0
36,F,58.5,1.85,A-,Funk,Volei,Assassin's Creed,59.5,57.5,92.5
13,F,62.3,1.56,A-,Demais generos estranhos,Basquete,Dota,74.5,61.5,75.5
30,M,73.8,1.87,O+,Sertanejo,Luta,Assassin's Creed,100,71.5,78.5
53,M,82.0,1.72,A+,Eletronica,Atletismo,Assassin's Creed,55.5,62.0,66.0
34,M,70.7,1.75,A+,Eletronica,Futebol,League of Legends,74.0,81.0,78.5
73,M,71.7,1.91,AB+,Eletronica,Nada,Dota,51.5,56.5,62.5
34,M,79.8,1.75,AB+,Pop,Luta,Rocket League,82.5,60.5,78.5
77,F,56.8,1.72,B-,Pagode,Nada,Counter-Strike,51.0,30.5,67.5
76,F,59.2,1.77,O+,Pop,Nada,FIFA,51.0,28.5,68.5
31,M,79.2,1.71,B+,Rock,eSports,Minecraft,51.0,50.5,95.0
59,F,63.1,1.7,B-,Metal,Volei,Dota,49.5,35.5,89.5
39,M,79.8,1.78,A-,Pop,Luta,The Witcher,80.5,57.5,80.5
43,M,84.1,1.7,A+,Eletronica,Nada,Outro - pouco relevante,51.0,35.5,64.5
77,M,68.9,1.93,B-,Eletronica,Nada,Minecraft,43.0,54.0,61.0
53,F,70.9,1.83,O+,Hip-Hop/Rap,Nada,Outro - pouco relevante,26.0,25.5,60.0
44,F,61.4,1.77,A+,Funk,Nada,FIFA,35.5,40.5,62.5
51,M,70.7,1.95,O-,Pagode,Volei,World of Warcraft,57.5,41.0,87.0
16,F,63.2,1.66,AB+,Eletronica,Nada,Fortnite,43.5,50.0,50.0
53,F,68.4,1.85,A+,Metal,Futebol,Minecraft,47.5,43.5,74.5
54,M,79.5,1.76,AB+,Pop,Atletismo,Fortnite,58.0,66.5,60.5
50,F,61.4,1.8,AB+,Pagode,Luta,Fortnite,80.5,62.0,83.5
78,F,62.7,1.7,AB+,Funk,Nada,Fortnite,54.5,30.0,62.5
19,M,74.3,1.89,AB+,Rock,Atletismo,Fortnite,89.5,100,65.5
59,F,70.0,1.78,B-,Demais generos estranhos,Nada,Fortnite,25.5,20.5,55.5
23,F,71.0,1.72,B+,Rock,Futebol,World of Warcraft,79.5,75.0,78.0
60,F,64.5,1.85,AB-,Pagode,Luta,Counter-Strike,63.0,36.0,74.5
44,M,77.5,1.88,O+,Sertanejo,Luta,Counter-Strike,75.5,56.5,78.5
79,F,56.6,1.84,B+,Hip-Hop/Rap,Nada,League of Legends,55.0,41.5,84.0
52,M,72.1,1.91,A-,Hip-Hop/Rap,Basquete,Valorant,59.0,50.5,83.0
56,M,79.0,1.74,A-,Sertanejo,Nada,League of Legends,25.5,21.0,54.5
14,M,42.3,1.63,O-,Pop,Luta,Outro - pouco relevante,82.0,54.0,56.5
62,F,60.1,1.85,O+,Demais generos estranhos,Nada,Rocket League,21.5,16.0,55.0
69,M,81.6,1.93,A+,Rock,Nada,Fortnite,57.5,64.5,64.5
71,M,74.3,1.84,A-,Funk,Nada,FIFA,17.5,20.5,86.5
65,M,66.7,1.91,A-,Eletronica,Nada,Counter-Strike,25.5,28.5,58.0
73,M,71.3,1.94,B-,Pagode,Nada,League of Legends,18.0,13.5,54.0
35,M,73.4,1.72,AB-,Pop,Atletismo,FIFA,79.5,80.0,65.0
70,M,82.0,1.86,O-,Pagode,Nada,Outro - pouco relevante,64.0,35.0,72.5
54,M,83.1,1.93,B-,Funk,Luta,The Witcher,64.5,34.5,72.5
62,M,81.7,1.72,O-,Funk,Atletismo,Fortnite,50.5,63.5,63.5
76,M,74.2,1.89,AB+,Rock,Nada,FIFA,39.5,39.5,65.0
43,M,70.0,1.74,B-,Eletronica,Volei,Minecraft,74.5,60.5,94.0
72,F,71.1,1.82,AB-,Demais generos estranhos,Nada,Assassin's Creed,23.0,16.5,86.5
59,M,73.7,1.88,AB-,Rock,Futebol,FIFA,51.5,50.5,66.0
21,M,76.5,1.82,O+,Sertanejo,eSports,Fortnite,66.0,60.0,89.5
80,F,60.9,1.75,O+,Funk,Nada,Minecraft,15.5,18.0,49.5
50,F,72.3,1.7,A-,Demais generos estranhos,Futebol,Minecraft,65.0,62.0,75.5
17,F,63.8,1.65,O+,Demais generos estranhos,Nada,FIFA,48.0,48.5,51.5
33,F,72.1,1.83,A+,Pagode,Nada,Fortnite,45.5,48.5,65.5
73,F,63.4,1.72,B+,Hip-Hop/Rap,Nada,World of Warcraft,12.5,13.5,57.5
64,M,65.7,1.83,O-,Funk,eSports,Fortnite,29.0,25.0,87.5
55,M,73.4,1.73,B+,Funk,eSports,Minecraft,24.0,22.0,86.5
26,M,80.7,1.81,B-,Metal,Atletismo,Valorant,80.0,100,72.0
41,F,55.1,1.85,O+,Rock,Futebol,Rocket League,66.0,70.0,75.0
74,F,59.5,1.78,O-,Sertanejo,Nada,Rocket League,53.5,50.5,64.5
21,F,54.9,1.73,AB+,Funk,eSports,Minecraft,51.0,58.5,100
68,M,81.7,1.82,A-,Sertanejo,Nada,Rocket League,59.5,49.0,79.0
35,M,80.2,1.86,B+,Sertanejo,Atletismo,FIFA,59.0,85.5,71.0
72,M,65.9,1.86,O+,Eletronica,Nada,League of Legends,11.5,13.0,51.5
15,F,57.4,1.69,O-,Rock,Nada,Counter-Strike,48.0,41.5,56.0
60,M,81.2,1.77,O-,Pop,Volei,Valorant,51.0,39.5,85.5
78,M,65.0,1.89,B-,Pagode,Nada,Fortnite,23.0,19.0,74.0
13,F,59.8,1.51,AB-,Pagode,Atletismo,Fortnite,77.5,78.0,55.0
62,F,66.8,1.8,A+,Pagode,eSports,Assassin's Creed,30.0,27.0,87.0
69,M,70.5,1.75,AB+,Metal,Nada,Valorant,25.0,18.5,57.5
14,F,43.0,1.5,B-,Funk,Futebol,Rocket League,63.5,60.5,59.5
31,F,64.7,1.77,B+,Funk,Basquete,League of Legends,71.0,74.5,85.0
14,M,41.8,1.56,AB-,Eletronica,eSports,Dota,41.0,37.0,77.5
35,F,71.0,1.82,A+,Pop,Volei,Rocket League,63.0,60.0,95.5
65,M,67.4,1.78,AB-,Metal,Volei,Rocket League,54.0,37.5,86.0
68,M,65.6,1.87,A+,Hip-Hop/Rap,Nada,The Witcher,62.5,51.0,80.0
30,M,72.6,1.87,B+,Metal,Basquete,Rocket League,100,91.0,85.0
33,M,81.5,1.9,A+,Sertanejo,Luta,The Witcher,81.5,60.5,79.0
20,F,63.3,1.79,A-,Pop,Atletismo,Counter-Strike,81.5,95.0,73.0
40,M,77.5,1.9,B-,Pagode,Atletismo,Counter-Strike,65.0,79.5,73.5
17,M,70.6,1.78,AB+,Sertanejo,Luta,Outro - pouco relevante,88.0,58.0,64.5
12,F,50.8,1.58,B+,Demais generos estranhos,Futebol,League of Legends,62.0,66.0,61.5
47,F,56.9,1.83,A-,Hip-Hop/Rap,Volei,Dota,72.5,57.5,92.5
